id,network,name,state,lat,lon,elevation
03965,rr,Süderholz-Neuendorf,Mecklenburg-Vorpommern,54.1034,13.1533,6
03966,rr,Pohlheim-Hausen,Hessen,50.5461,8.7396,228
03967,rr,Siehdichum-Pohlitz,Brandenburg,52.1836,14.5748,69
03969,rr,"Polch, Kr. Mayen-Koblenz",Rheinland-Pfalz,50.3049,7.31,235
03971,rr,Polle,Niedersachsen,51.8795,9.3951,273
03972,rr,Polsingen-Döckingen,Bayern,48.9344,10.7585,507
03975,kl,Pommelsbrunn-Mittelburg,Bayern,49.4777,11.5357,522
03981,rr,Lützen-Poserna,Sachsen-Anhalt,51.2121,12.0835,120
03982,rr,Eichigt-Tiefenbrunn,Sachsen,50.3323,12.1071,593
03987,kl,Potsdam,Brandenburg,52.3812,13.0622,81
03995,rr,Prenzlau (Ewaldshof),Brandenburg,53.2849,13.9283,57
03999,rr,Pressath-Mühlberg,Bayern,49.7844,12.0331,597
04000,rr,Presseck,Bayern,50.2277,11.5486,640
04009,rr,Wrohm,Schleswig-Holstein,54.2128,9.4177,7
04013,rr,Pritzwalk,Brandenburg,53.1728,12.1569,83
04016,rr,Prosselsheim-Seligenstadt,Bayern,49.8526,10.1006,283
04017,rr,Prüm-Watzerath,Rheinland-Pfalz,50.1807,6.3509,386
04020,rr,Pulheim,Nordrhein-Westfalen,50.9922,6.7916,61
04023,rr,Pulsnitz,Sachsen,51.2006,14.0207,270
04024,kl,Putbus,Mecklenburg-Vorpommern,54.3643,13.4771,40
04028,rr,"Pyrmont, Bad",Niedersachsen,51.9834,9.2425,104
04032,kl,Quedlinburg,Sachsen-Anhalt,51.7953,11.132,142
04036,kl,Querfurt-Mühle Lodersleben,Sachsen-Anhalt,51.3895,11.5412,206
04039,kl,Quickborn,Schleswig-Holstein,53.7331,9.8776,11
04042,rr,Wiesenburg/Mark-Klepzig,Brandenburg,52.0185,12.5352,145
04044,rr,Rabenau-Geilshausen,Hessen,50.646,8.8878,300
04047,rr,Radeberg-Kleinerkmannsdorf,Sachsen,51.0749,13.9271,276
04052,rr,Kemberg-Radis,Sachsen-Anhalt,51.7557,12.5104,94
04053,rr,Radolfzell,Baden-Württemberg,47.7395,8.9812,397
04057,rr,Ratscher,Thüringen,50.4933,10.7847,394
04063,kl,Rahden-Kleinendorf,Nordrhein-Westfalen,52.4461,8.5906,41
04064,rr,Rain am Lech,Bayern,48.692,10.8978,409
04065,rr,Rain am Lech-Wallerdorf,Bayern,48.6192,11.0059,462
04071,rr,Ranstadt-Ober-Mockstadt,Hessen,50.3475,8.9672,128
04077,rr,Rastatt,Baden-Württemberg,48.8471,8.1868,114
04078,rr,Rastede,Niedersachsen,53.2428,8.2236,18
04080,rr,Ducherow-Rathebur,Mecklenburg-Vorpommern,53.7409,13.7906,9
04081,rr,Rathenow,Brandenburg,52.6093,12.3629,29
04086,rr,Raubling-Pfraundorf,Bayern,47.8109,12.1254,450
04090,rr,Raunheim,Hessen,50.0056,8.4291,89
04094,kl,"Weingarten, Kr. Ravensburg",Baden-Württemberg,47.8062,9.6206,441
04096,rr,Ravenstein-Hüngheim,Baden-Württemberg,49.4114,9.5132,312
04101,rr,Redefin,Mecklenburg-Vorpommern,53.3469,11.1992,16
04103,rr,Regen,Bayern,48.9661,13.1427,584
04104,kl,Regensburg,Bayern,49.0425,12.1019,365
04106,rr,Regenstauf,Bayern,49.1388,12.1164,345
04107,rr,Regnitzlosau,Bayern,50.29,12.027,503
04108,rr,Am Mellensee-Rehagen,Brandenburg,52.161,13.3814,53
04109,rr,Rehau,Bayern,50.2214,12.0275,586
04110,rr,Woldegk-Rehberg,Mecklenburg-Vorpommern,53.442,13.4628,101
04112,rr,Rehburg-Loccum,Niedersachsen,52.4396,9.1335,60
04121,rr,Reichelsheim/Odenwald,Hessen,49.7086,8.8563,209
04127,kl,Reichshof-Eckenhagen,Nordrhein-Westfalen,50.9906,7.6958,347
04128,rr,Lengefeld-Reifland,Sachsen,50.7339,13.2193,450
04132,rr,Reinhardshagen-Vaake,Hessen,51.4841,9.6121,115
04134,rr,Otzberg-Habitzheim,Hessen,49.8366,8.8806,172
04135,rr,Reinholterode,Thüringen,51.4248,10.1898,336
04149,rr,Marienberg-Reitzenhain,Sachsen,50.5477,13.2239,774
04150,rr,Reken,Nordrhein-Westfalen,51.8118,7.0907,59
04155,rr,Remseck/Neckar-Aldingen,Baden-Württemberg,48.8586,9.2482,215
04159,rr,Tagmersheim-Blossenau,Bayern,48.8104,10.936,523
04160,kl,Renningen-Ihinger Hof,Baden-Württemberg,48.7425,8.924,478
04165,rr,Rettenberg-Kranzegg,Bayern,47.5855,10.323,855
04169,kl,Rheinau-Memprechtshofen,Baden-Württemberg,48.6703,7.9939,131
04175,kl,Rheinfelden,Baden-Württemberg,47.559,7.7721,283
04176,rr,Rheinsberg/Mark,Brandenburg,53.1109,12.8951,57
04177,kl,Rheinstetten,Baden-Württemberg,48.9726,8.3301,116
04184,rr,Ribnitz-Damgarten,Mecklenburg-Vorpommern,54.2377,12.433,9
04185,rr,Riedenburg,Bayern,48.9555,11.728,363
04189,kl,"Altheim, Kreis Biberach",Baden-Württemberg,48.1479,9.4596,534
04197,rr,Riesa (West),Sachsen,51.3001,13.2506,139
04212,rr,Ritschenhausen,Thüringen,50.5084,10.4365,309
04218,rr,Rodach,Bayern,50.3311,10.7918,300
04219,rr,Rodder,Rheinland-Pfalz,50.3965,6.8568,512
04224,rr,Roding-Neubäu,Bayern,49.2412,12.4125,388
04226,rr,Röbel/Müritz,Mecklenburg-Vorpommern,53.3704,12.6174,73
04230,rr,Rödermark-Ober-Roden,Hessen,49.9832,8.8395,137
04231,rr,Rödinghausen-Bruchmühlen,Nordrhein-Westfalen,52.2104,8.4722,84
04232,rr,Rögnitz,Mecklenburg-Vorpommern,53.6092,11.0247,48
04242,rr,Rötha,Sachsen,51.1931,12.4137,136
04246,rr,Brunn-Roggenhagen,Mecklenburg-Vorpommern,53.661,13.4119,47
04248,rr,Rohr/Mittelfranken-Dechendorf,Bayern,49.3082,10.9183,402
04251,rr,Oberstdorf-Rohrmoos,Bayern,47.4069,10.1676,1067
04253,rr,Ronneburg-Hüttengesäß,Hessen,50.209,9.0382,145
04259,rr,Rosenfeld-Leidringen,Baden-Württemberg,48.2646,8.7017,640
04261,kl,Rosenheim,Bayern,47.8819,12.1249,444
04265,rr,Roßdorf,Thüringen,50.7041,10.2099,394
04267,rr,Dessau-Roßlau-Rodleben,Sachsen-Anhalt,51.8983,12.197,76
04271,kl,Rostock-Warnemünde,Mecklenburg-Vorpommern,54.1803,12.0808,5
04275,kl,Rotenburg (Wümme),Niedersachsen,53.1289,9.3398,32
04277,rr,Rotenburg-Braach,Hessen,51.0084,9.6881,190
04279,kl,Roth bei Prüm,Rheinland-Pfalz,50.3046,6.3863,593
04280,kl,Roth,Bayern,49.2162,11.1035,386
04282,rr,Rothemühl,Mecklenburg-Vorpommern,53.5954,13.8121,24
04284,rr,Rothenbuch,Bayern,49.9685,9.4001,363
04287,kl,Rothenburg ob der Tauber,Bayern,49.3849,10.1732,415
04288,rr,"Rothenfelde, Bad",Niedersachsen,52.1038,8.1809,96
04294,rr,Rottenburg-Kiebingen,Baden-Württemberg,48.4704,8.9687,360
04297,rr,Rottenburg/Niederbayern-Niedereulenbach,Bayern,48.744,12.0083,419
04298,rr,Rotthalmünster,Bayern,48.3617,13.1939,388
04300,kl,Rottweil,Baden-Württemberg,48.1815,8.6356,589
04301,kl,"Kreuznach, Bad",Rheinland-Pfalz,49.8502,7.871,102
04308,rr,Rüdesheim-Presberg,Hessen,50.0517,7.8876,403
04310,rr,Rülzheim,Rheinland-Pfalz,49.1609,8.3009,105
04312,rr,Haren-Rütenbrock,Niedersachsen,52.8616,7.1035,12
04313,rr,Rüthen,Nordrhein-Westfalen,51.4966,8.4342,370
04314,rr,Rüting-Diedrichshagen,Mecklenburg-Vorpommern,53.8049,11.2067,31
04315,rr,Baiersbronn-Ruhestein,Baden-Württemberg,48.5615,8.2228,914
04319,rr,Ruhpolding-Seehaus,Bayern,47.711,12.6212,746
04323,kl,Ruppertsecken,Rheinland-Pfalz,49.6468,7.8837,461
04336,kl,Saarbrücken-Ensheim,Saarland,49.2128,7.1077,319
04347,rr,"Sachsa, Bad",Niedersachsen,51.5909,10.5691,293
04349,kl,Sachsenheim,Baden-Württemberg,48.9571,9.071,251
04352,rr,Sagard-Vorwerk,Mecklenburg-Vorpommern,54.516,13.5307,5
04354,kl,Saldenburg-Entschenreuth,Bayern,48.7832,13.3146,457
04362,rr,Salzgitter-Lichtenberg,Niedersachsen,52.1249,10.2917,155
04365,rr,"Salzhausen, Kreis Harburg",Niedersachsen,53.2226,10.1751,41
04368,rr,Salzkotten,Nordrhein-Westfalen,51.7098,8.5796,93
04371,kl,"Salzuflen, Bad",Nordrhein-Westfalen,52.1042,8.7521,135
04373,rr,Salzwedel,Sachsen-Anhalt,52.8568,11.1319,29
04374,rr,Samerberg-Geisenkam,Bayern,47.7774,12.2102,687
04376,rr,Samtens,Mecklenburg-Vorpommern,54.3555,13.291,6
04377,kl,Sandberg,Bayern,50.3518,10.0034,518
04381,rr,Sangerhausen,Sachsen-Anhalt,51.4776,11.3123,179
04387,rr,Sankt Englmar,Bayern,49.0029,12.8237,805
04392,rr,Sankt Oswald-Riedlhütte,Bayern,48.8861,13.4261,755
04393,kl,Sankt Peter-Ording,Schleswig-Holstein,54.3279,8.6031,5
04400,rr,"Sassendorf, Bad-Beusingsen",Nordrhein-Westfalen,51.5439,8.1808,171
04403,rr,Saterland-Ramsloh,Niedersachsen,53.1039,7.6504,4
04405,rr,Satrup,Schleswig-Holstein,54.6854,9.6261,34
04409,rr,"Saulgau, Bad-Bolstern",Baden-Württemberg,47.9874,9.4583,630
04411,kl,Schaafheim-Schlierbach,Hessen,49.9195,8.9672,155
04412,rr,Hohe Börde-Schackensleben,Sachsen-Anhalt,52.198,11.4218,95
04413,rr,Schäftlarn-Kloster Schäftlarn,Bayern,47.9767,11.4693,555
04419,rr,Schallstadt-Mengen,Baden-Württemberg,47.9556,7.7133,212
04432,rr,Altenberg-Schellerhau,Sachsen,50.7799,13.6814,778
04441,rr,Scheyern,Bayern,48.5025,11.4543,479
04445,kl,Wernigerode-Schierke,Sachsen-Anhalt,51.7659,10.6533,614
04448,rr,"Freienwalde (Oder), Bad-Schiffmühle",Brandenburg,52.8107,14.0642,3
04464,kl,Schleiz,Thüringen,50.5679,11.8041,501
04466,kl,Schleswig,Schleswig-Holstein,54.5275,9.5487,43
04469,rr,Schleusingen,Thüringen,50.5071,10.762,399
04480,kl,Schlüchtern-Herolz,Hessen,50.3447,9.5533,232
04482,rr,Schlüsselfeld-Hohn am Berg,Bayern,49.7844,10.5407,411
04488,rr,Schmallenberg-Sellinghausen,Nordrhein-Westfalen,51.2127,8.2672,443
04490,rr,Schmelz-Hüttersdorf,Saarland,49.4149,6.836,223
04493,rr,Schmidgaden,Bayern,49.4116,12.076,417
04494,rr,Schmidmühlen,Bayern,49.2806,11.914,455
04501,kl,Schmücke,Thüringen,50.6545,10.7696,938
04508,kl,Schneifelforsthaus,Rheinland-Pfalz,50.2968,6.4194,653
04515,rr,Schöfweg,Bayern,48.8367,13.2305,754
04516,rr,Schöllnach-Taiding,Bayern,48.7734,13.1807,417
04524,rr,Schönbeck,Mecklenburg-Vorpommern,53.5844,13.5732,43
04528,rr,Schönberg/Niederbayern,Bayern,48.8397,13.34,549
04538,rr,Nordwestuckermark-Schönermark,Brandenburg,53.3312,13.7327,63
04546,rr,Schönsee-Dietersdorf,Bayern,49.5273,12.5705,684
04548,kl,Schönwald/Ofr.-Brunn,Bayern,50.1847,12.0791,608
04554,rr,Schollbrunn,Bayern,49.8387,9.462,408
04555,rr,Schollene,Sachsen-Anhalt,52.663,12.1812,29
04557,rr,Schopfheim-Eichen,Baden-Württemberg,47.6464,7.844,399
04559,kl,Schorndorf-Knöbling,Bayern,49.1644,12.6175,398
04567,rr,Schrobenhausen,Bayern,48.5532,11.2844,417
04575,rr,Schwaan-Bandow,Mecklenburg-Vorpommern,53.9463,12.0052,13
04579,rr,Schwabmünchen,Bayern,48.2008,10.7293,538
04582,rr,Schwäbisch Hall-Bibersfeld,Baden-Württemberg,49.0823,9.6892,358
04585,rr,Schwaigern-Stetten am Heuchelberg,Baden-Württemberg,49.1287,9.0048,197
04587,rr,"Schwalbach, Bad-Langenseifen",Hessen,50.1219,8.0367,480
04589,rr,Schwalmstadt-Treysa,Hessen,50.9181,9.1734,212
04592,kl,Schwandorf,Bayern,49.3278,12.0871,356
04594,rr,Schwanewede-Neuenkirchen,Niedersachsen,53.2338,8.5115,2
04599,rr,Wendelstein-Kleinschwarzenlohe,Bayern,49.3425,11.1077,331
04600,rr,Schwarme,Niedersachsen,52.9081,9.0452,12
04601,rr,Essel,Niedersachsen,52.6797,9.6524,28
04602,rr,"Schwartau,Bad -Groß Parin",Schleswig-Holstein,53.9385,10.6983,26
04603,rr,Schwarzach/Main,Bayern,49.7975,10.2191,188
04605,kl,Schwarzburg,Thüringen,50.6441,11.1936,277
04607,rr,Naila-Lippertsgrün,Bayern,50.308,11.643,637
04609,rr,Schwarzenbach-Götzmannsgrün,Bayern,50.1926,11.8932,522
04615,rr,Schwarzenbruck,Bayern,49.3577,11.2443,363
04617,rr,Obere Firstalm/Schlierseer Berge,Bayern,47.6705,11.8539,1373
04618,rr,Hohenberg-Krusemark-Schwarzholz,Sachsen-Anhalt,52.747,11.9792,30
04622,rr,Schwendi-Kleinschafhausen,Baden-Württemberg,48.1923,9.9577,536
04625,kl,Schwerin,Mecklenburg-Vorpommern,53.6424,11.3871,59
04630,rr,Schwetzingen,Baden-Württemberg,49.3841,8.5753,101
04632,rr,Moltzow-Schwinkendorf,Mecklenburg-Vorpommern,53.6449,12.6813,64
04637,rr,Staaken,Brandenburg,52.5404,13.1243,33
04639,rr,"Seedorf, Kreis Segeberg -Blomnath",Schleswig-Holstein,54.0302,10.475,36
04641,rr,Seeg (Kläranlage),Bayern,47.6711,10.6271,802
04642,kl,Seehausen,Sachsen-Anhalt,52.8911,11.7297,22
04650,rr,Seesbach/Nahe,Rheinland-Pfalz,49.8417,7.5541,344
04651,kl,Seesen,Niedersachsen,51.904,10.1885,189
04657,rr,Görwihl-Burg,Baden-Württemberg,47.6587,8.0759,782
04666,rr,Köhn,Schleswig-Holstein,54.3444,10.4581,40
04667,rr,Selfkant-Havert,Nordrhein-Westfalen,51.0395,5.9071,46
04668,rr,Seligenstadt-Waldhof,Hessen,50.0242,8.9604,119
04671,rr,Selters/Taunus-Niederselters,Hessen,50.3362,8.2228,159
04672,rr,Selters,Rheinland-Pfalz,50.5218,7.7375,239
04675,rr,Neu-Ulm-Hausen,Bayern,48.3455,10.0624,514
04677,rr,Senftenberg,Brandenburg,51.5142,14.0152,102
04683,rr,Fürstenau,Niedersachsen,52.516,7.6762,48
04686,rr,Sibbesse,Niedersachsen,52.0541,9.909,187
04690,rr,Siegbach-Eisemroth,Hessen,50.736,8.4195,347
04694,rr,Siegenburg,Bayern,48.7629,11.843,380
04697,rr,Siegsdorf-Maria Eck,Bayern,47.7932,12.6194,838
04703,kl,Sigmaringen-Laiz,Baden-Württemberg,48.0719,9.1943,581
04704,kl,Sigmarszell-Zeisertsweiler,Bayern,47.5776,9.7404,508
04706,kl,Simbach/Inn,Bayern,48.2718,13.0273,358
04707,rr,Simmelsdorf,Bayern,49.5998,11.3374,385
04708,rr,Simmerath (Kalltalsperre),Nordrhein-Westfalen,50.6466,6.3121,434
04709,kl,Simmern-Wahlbach,Rheinland-Pfalz,49.9996,7.5981,445
04710,rr,Simmersfeld,Baden-Württemberg,48.6191,8.5247,718
04712,rr,Simonswald-Obersimonswald,Baden-Württemberg,48.0821,8.0919,428
04713,rr,Sindelfingen,Baden-Württemberg,48.6919,8.9821,425
04730,rr,"Soden, Bad-Salmünster",Hessen,50.2691,9.3602,145
04732,rr,Söhren,Schleswig-Holstein,53.9102,10.4307,41
04741,rr,Solingen-Hohenscheid,Nordrhein-Westfalen,51.14,7.093,152
04745,kl,Soltau,Niedersachsen,52.9604,9.793,75
04748,kl,Sondershausen,Thüringen,51.3691,10.88,185
04754,rr,Sonnefeld-Gestungshausen,Bayern,50.2376,11.1797,335
04755,rr,Sonnen,Bayern,48.6819,13.7351,847
04757,rr,Sonnenbühl-Genkingen,Baden-Württemberg,48.4064,9.1891,782
04759,rr,Sontheim,Bayern,48.0023,10.356,625
04760,rr,Sonthofen (Flussmeisterstelle),Bayern,47.5219,10.2613,730
04763,kl,Sontra,Hessen,51.0607,9.9266,265
04765,rr,"Sooden-Allendorf, Bad",Hessen,51.28,9.9847,199
04790,rr,Springe,Niedersachsen,52.2054,9.5668,98
04796,rr,Quitzdorf am See-Sproitz,Sachsen,51.2814,14.7442,160
04798,rr,Sankt Bernhard,Thüringen,50.4604,10.5947,470
04800,rr,Stade,Niedersachsen,53.5882,9.4822,18
04801,rr,Stadelhofen,Bayern,50.007,11.2052,460
04803,rr,Butjadingen-Inte,Niedersachsen,53.4926,8.3768,1
04808,rr,Münnerstadt-Seubrigshausen,Bayern,50.2308,10.3201,331
04810,rr,Stadtlohn,Nordrhein-Westfalen,51.9973,6.9706,60
04812,rr,Stadtroda,Thüringen,50.8515,11.7165,248
04813,kl,"Staffelstein, Bad-Stublang",Bayern,50.0806,11.0467,318
04816,rr,Stallwang,Bayern,49.0568,12.6395,390
04818,rr,Stammbach-Querenbach,Bayern,50.1531,11.7402,597
04821,rr,Arnstein-Ulzigerode,Sachsen-Anhalt,51.6794,11.3641,217
04822,rr,Nordharz-Stapelburg,Sachsen-Anhalt,51.9024,10.6679,223
04824,rr,Starnberg,Bayern,48,11.3542,585
04827,rr,Grassau,Bayern,47.7941,12.486,540
04829,rr,Staufenberg-Treis,Hessen,50.6719,8.7808,225
04841,kl,"Steinau, Kr. Cuxhaven",Niedersachsen,53.6946,8.8735,0
04844,rr,Steinau-Ulmbach,Hessen,50.3686,9.4216,379
04849,rr,Steinfurt-Burgsteinfurt,Nordrhein-Westfalen,52.1173,7.3411,64
04850,rr,Steingaden-Lauterbach,Bayern,47.7112,10.8758,779
04852,rr,Steinhagen-Brockhagen,Nordrhein-Westfalen,52.0035,8.3456,82
04854,rr,Neuhaus-Steinheid,Thüringen,50.4714,11.084,792
04857,kl,Mittelnkirchen-Hohenfelde,Niedersachsen,53.5534,9.6097,2
04858,rr,Steinkirchen-Hofstarring,Bayern,48.3773,12.0927,485
04864,rr,Kyffhäuserland-Steinthaleben,Thüringen,51.3954,11.0728,380
04865,rr,Steinwiesen,Bayern,50.3046,11.4629,374
04867,rr,Tanna-Spielmes,Thüringen,50.4638,11.9333,544
04875,rr,Stetten-Frohnstetten,Baden-Württemberg,48.1417,9.0965,780
04878,kl,Oberharz am Brocken-Stiege,Sachsen-Anhalt,51.6647,10.881,505
04880,kl,Stimpfach-Weipertshofen,Baden-Württemberg,49.0878,10.124,450
04881,rr,Stockach,Baden-Württemberg,47.8591,9.0152,533
04883,rr,Frankenfeld-Hedern,Niedersachsen,52.7659,9.4046,19
04887,kl,Stötten,Baden-Württemberg,48.6656,9.8648,734
04892,rr,Stollberg/Erzgeb.,Sachsen,50.7154,12.8053,430
04895,rr,Stolpen,Sachsen,51.0413,14.0856,261
04899,rr,Wittenberg-Straach,Sachsen-Anhalt,51.9505,12.6009,120
04902,rr,Stralsund,Mecklenburg-Vorpommern,54.2972,13.0975,4
04904,rr,Strasburg,Mecklenburg-Vorpommern,53.5162,13.7376,67
04909,rr,Straubenhardt-Schwann,Baden-Württemberg,48.845,8.5449,419
04911,kl,Straubing,Bayern,48.8275,12.5597,351
04912,rr,Strausberg,Brandenburg,52.5883,13.9289,82
04916,rr,Straufhain-Eishausen,Thüringen,50.3743,10.7416,337
04919,kl,Strucklahnungshörn,Schleswig-Holstein,54.4965,8.8069,7
04920,rr,Beverstedt,Niedersachsen,53.4252,8.804,4
04922,rr,Stüdenitz-Schönermark,Brandenburg,52.8881,12.2765,31
04928,kl,Stuttgart (Schnarrenberg),Baden-Württemberg,48.8281,9.2,314
04931,kl,Stuttgart-Echterdingen,Baden-Württemberg,48.6883,9.2235,371
04935,rr,Stuttgart-Weilimdorf,Baden-Württemberg,48.8166,9.105,319
04941,rr,Wesselburen,Schleswig-Holstein,54.2101,8.919,2
04943,rr,Bothel-Rahnhorst,Niedersachsen,52.9877,9.3618,54
04946,rr,Schweitenkirchen-Sünzhausen,Bayern,48.5151,11.6545,500
04947,kl,Süpplingen,Niedersachsen,52.2317,10.92,129
04949,rr,Sugenheim,Bayern,49.5991,10.4386,312
04952,rr,Suhl-Heidersbach,Thüringen,50.6427,10.7183,576
04953,rr,Sulingen,Niedersachsen,52.683,8.8332,55
04954,rr,Sulzbach-Rosenberg,Bayern,49.4856,11.7869,415
04958,rr,Sulzdorf an der Lederhecke,Bayern,50.2417,10.567,333
04972,rr,Oelsnitz-Göswein,Sachsen,50.4301,12.0974,407
04975,rr,Tambach-Dietharz/Apfelstädt,Thüringen,50.787,10.6208,476
04978,kl,Tann/Rhön,Hessen,50.639,10.0228,395
04982,rr,Tannenberg,Sachsen,50.6074,12.939,528
04984,rr,Gartz (Oder)-Hohenreinkendorf,Brandenburg,53.2252,14.33,48
04988,rr,Taucha,Sachsen,51.3825,12.5171,129
04990,rr,Taufkirchen/Vils-Baum,Bayern,48.3277,12.1711,491
04997,kl,Starkenberg-Tegkwitz,Thüringen,50.9771,12.3419,196
05000,rr,Teisendorf,Bayern,47.8526,12.8282,498
05002,rr,Teisnach,Bayern,49.0426,12.9942,400
05006,rr,Templin,Brandenburg,53.1296,13.5015,66
05007,rr,"Tennstedt, Bad",Thüringen,51.1507,10.8362,191
05009,kl,Teterow,Mecklenburg-Vorpommern,53.761,12.5574,37
05011,rr,Tettau-Sattelgrund,Bayern,50.4433,11.2636,566
05013,rr,Teublitz (Kläranlage),Bayern,49.2187,12.0624,350
05014,kl,Worpswede-Hüttenbusch,Niedersachsen,53.2758,8.9857,7
05015,rr,Teunz-Wildstein,Bayern,49.5238,12.4175,670
05017,kl,Teuschnitz,Bayern,50.4002,11.3888,633
05018,rr,Teutschenthal,Sachsen-Anhalt,51.4561,11.8132,104
05019,rr,Rosche-Stütensen,Niedersachsen,53.0004,10.7879,57
05020,rr,"Seebach, Wartburgkreis",Thüringen,50.9181,10.4114,333
05023,rr,Thalmässing,Bayern,49.0871,11.2236,416
05024,rr,Möckern-Räckendorf,Sachsen-Anhalt,52.2084,12.0328,67
05026,rr,Themar-Tachbach,Thüringen,50.5296,10.6167,357
05029,kl,Tholey,Saarland,49.4737,7.0385,387
05032,rr,Thüngersheim,Bayern,49.885,9.8469,197
05034,rr,Thurnau-Tannfeld,Bayern,49.9842,11.4008,513
05036,rr,Treffelstein-Witzelsmühle,Bayern,49.4038,12.6062,470
05045,rr,Tirpersdorf,Sachsen,50.4356,12.2574,492
05046,kl,Tirschenreuth-Lodermühl,Bayern,49.8576,12.3542,501
05054,rr,Tittling,Bayern,48.7264,13.35,506
05055,rr,Tittmoning,Bayern,48.0669,12.7634,382
05057,rr,Haale,Schleswig-Holstein,54.1695,9.5559,28
05058,rr,Sprenge,Schleswig-Holstein,53.6893,10.3657,56
05059,rr,Todtmoos,Baden-Württemberg,47.7279,7.9988,781
05064,kl,Tönisvorst,Nordrhein-Westfalen,51.2897,6.4437,37
05065,rr,Töpen,Bayern,50.3936,11.8735,536
05069,rr,Torgelow,Mecklenburg-Vorpommern,53.6376,14.015,10
05071,rr,Tostedt-Todtglüsingen,Niedersachsen,53.2831,9.7355,58
05073,rr,Traunreut-Frühling,Bayern,47.9526,12.6265,588
05078,kl,Travemünde,Schleswig-Holstein,53.9619,10.8892,2
05084,rr,Südeichsfeld-Wendehausen,Thüringen,51.1594,10.2473,290
05086,rr,Trendelburg,Hessen,51.5777,9.4337,133
05092,rr,Treuenbrietzen,Brandenburg,52.1079,12.8736,58
05097,kl,Tribsees,Mecklenburg-Vorpommern,54.0654,12.7655,10
05099,kl,Trier-Zewen,Rheinland-Pfalz,49.7326,6.6131,132
05100,kl,Trier-Petrisberg,Rheinland-Pfalz,49.7479,6.6583,261
05103,rr,Trippstadt-Neuhof,Rheinland-Pfalz,49.3544,7.7948,348
05108,rr,Tröbitz,Brandenburg,51.5964,13.4255,101
05109,kl,Trollenhagen,Mecklenburg-Vorpommern,53.5998,13.3039,68
05111,kl,Trostberg,Bayern,48.0311,12.5396,560
05123,rr,Tüßling,Bayern,48.208,12.6296,413
05128,rr,Tuttlingen-Möhringen-Vorstadt,Baden-Württemberg,47.9682,8.7899,668
05131,rr,Twist,Niedersachsen,52.6324,7.1105,18
05132,rr,Twist-Hebelermeer,Niedersachsen,52.743,7.0754,17
05133,kl,Twistetal-Mühlhausen,Hessen,51.3344,8.9132,287
05141,rr,Schonungen-Reichmannshausen,Bayern,50.1226,10.3808,347
05142,kl,Ueckermünde,Mecklenburg-Vorpommern,53.7445,14.0698,1
05146,kl,Uelzen,Niedersachsen,52.9414,10.5289,50
05148,rr,Uetze,Niedersachsen,52.4588,10.1888,60
05149,kl,Gollhofen,Bayern,49.5679,10.1969,318
05157,rr,Ummanz-Unrow,Mecklenburg-Vorpommern,54.4204,13.2489,4
05158,kl,Ummendorf,Sachsen-Anhalt,52.1601,11.1759,159
05160,rr,Unterföhring,Bayern,48.1839,11.6574,504
05161,rr,Untergriesbach-Glotzing,Bayern,48.5599,13.7495,573
05162,rr,Untergriesbach-Schaibing,Bayern,48.5995,13.6465,495
05167,rr,Unterreit-Tausend,Bayern,48.1286,12.2642,485
05169,rr,Kraftisried,Bayern,47.7674,10.4604,831
05174,rr,"Urach, Bad",Baden-Württemberg,48.4951,9.4003,471
05176,rr,Ursensollen-Kotzheim,Bayern,49.421,11.744,494
05178,rr,Usedom,Mecklenburg-Vorpommern,53.8774,13.9294,4
05180,rr,Uslar,Niedersachsen,51.6544,9.6481,190
05186,rr,Uttenweiler-Ahlen,Baden-Württemberg,48.1249,9.6511,612
05187,rr,Utting-Achselschwang,Bayern,48.0347,11.0527,591
05195,rr,Groß Plasten-Varchentin,Mecklenburg-Vorpommern,53.5673,12.872,52
05196,rr,Varel,Niedersachsen,53.3835,8.1332,6
05198,rr,Peine-Woltorf,Niedersachsen,52.3044,10.3171,75
05199,rr,Lengede,Niedersachsen,52.2098,10.3212,87
05200,rr,Vechta,Niedersachsen,52.7562,8.301,41
05201,rr,Gumtow-Vehlow,Brandenburg,53.0168,12.3177,46
05209,rr,Verden-Dauelsen,Niedersachsen,52.9586,9.2269,20
05213,rr,Versmold,Nordrhein-Westfalen,52.0107,8.1602,64
05216,rr,Viechtach-Bühling,Bayern,49.1098,12.927,662
05218,rr,Viereth-Trunstadt,Bayern,49.923,10.7875,232
05225,rr,"Vilbel, Bad-Dortelweil",Hessen,50.2135,8.7453,125
05227,rr,Vilgertshofen-Pflugdorf,Bayern,47.9692,10.9151,682
05229,kl,Villingen-Schwenningen,Baden-Württemberg,48.0453,8.4608,719
05230,rr,Vilsbiburg,Bayern,48.4527,12.3382,462
05237,rr,Visselhövede,Niedersachsen,53.0048,9.601,54
05240,rr,Vöhl-Buchenberg,Hessen,51.1598,8.8738,380
05251,rr,Vohenstrauß,Bayern,49.6323,12.3309,553
05256,rr,Volkmarsen,Hessen,51.4145,9.1157,180
05262,rr,Waakirchen-Demmelberg,Bayern,47.7564,11.6928,814
05263,rr,Wabern-Hebel,Hessen,51.067,9.3821,203
05271,rr,Wadersloh,Nordrhein-Westfalen,51.7576,8.2637,96
05275,kl,Waghäusel-Kirrlach,Baden-Württemberg,49.2445,8.5374,105
05276,rr,Waging am See,Bayern,47.9237,12.7558,476
